address,chaoxiang,chuzufangshi,ditie,gongnuan,href,huxing,kanfangshijian,louceng,louxing,mianji,shangquan,zhifufangshi,zhuangxiu,zujin
古城南路小区,南北,整租,距离地铁古城199米,集中供暖,https://bj.5i5j.com/zufang/41389745.html,2室1厅,电话预约,中楼层/5层,板楼,55,古城,押2付3,简装,4600
天伦锦城,南北,整租,0,自供暖,https://bj.5i5j.com/zufang/41389917.html,1室1厅,随时看房,低楼层/13层,板楼,60,花乡,押2付3,中装,4300
11STATION,南,整租,距离地铁梨园251米,集中供暖,https://bj.5i5j.com/zufang/41390008.html,1室1厅,随时看房,低楼层/18层,板楼,68,梨园,押1付3,精装,4200
顺驰领海,南北,整租,距离地铁高米店北1000米,集中供暖,https://bj.5i5j.com/zufang/41390098.html,2室1厅,随时看房,顶层/9层,板塔结合,105,黄村北,押2付3,精装,6000
金谷园,南,整租,距离地铁知春里477米,集中供暖,https://bj.5i5j.com/zufang/41390303.html,2室1厅,随时看房,中楼层/6层,板楼,65,知春路,押1付3,精装,8100
小关东里10号院,南北,整租,距离地铁惠新西街南口274米,集中供暖,https://bj.5i5j.com/zufang/41317453.html,2室1厅,随时看房,低楼层/17层,塔楼,78,惠新西街,押2付3,中装,6500
苏荷时代,南,整租,距离地铁果园225米,自供暖,https://bj.5i5j.com/zufang/41321476.html,1室1厅,随时看房,顶层/18层,板塔结合,47,果园,押2付3,精装,4500
盛鑫嘉园,南,整租,距离地铁泥洼98米,集中供暖,https://bj.5i5j.com/zufang/41323314.html,2室1厅,随时看房,低楼层/22层,塔楼,99.8,七里庄,押1付3,精装,7000
幸福北里,南,整租,距离地铁广渠门内644米,集中供暖,https://bj.5i5j.com/zufang/41334806.html,2室1厅,电话预约,低楼层/6层,板楼,57,广渠门,押2付3,中装,6000
领秀新硅谷1号院,南北,整租,0,自供暖,https://bj.5i5j.com/zufang/41336825.html,3室2厅,随时看房,顶层/5层,塔楼,120,西二旗,押2付3,精装,13000
西二旗铭科苑,南北,整租,距离地铁西二旗728米,集中供暖,https://bj.5i5j.com/zufang/41343912.html,2室1厅,电话预约,高楼层/18层,板楼,87,西二旗,押2付3,精装,7600
科源小区,南北,整租,距离地铁中关村446米,集中供暖,https://bj.5i5j.com/zufang/41346709.html,3室1厅,电话预约,底层/6层,板楼,80,五道口,押2付3,中装,14000
富力金禧花园,南,整租,距离地铁果园1118米,集中供暖,https://bj.5i5j.com/zufang/41347669.html,2室1厅,随时看房,高楼层/32层,板楼,90,新华大街,押2付3,精装,6200
万年花城三期,南北,整租,距离地铁首经贸625米,集中供暖,https://bj.5i5j.com/zufang/41349288.html,2室1厅,电话预约,中楼层/19层,板楼,97,玉泉营,押2付3,精装,7500
清芷园,西南,整租,距离地铁陶然亭559米,集中供暖,https://bj.5i5j.com/zufang/41352112.html,2室1厅,电话预约,高楼层/18层,板楼,100,右安门内,押2付3,中装,9500
远见名苑,北,随时看房,0,整租,https://bj.5i5j.com/zufang/40675764.html,1室1厅,广安门,低楼层/25层,塔楼,50,距离地铁达官营487米,押1付3,精装,4800
阳光四季,南,整租,距离地铁科怡路432米,集中供暖,https://bj.5i5j.com/zufang/41352630.html,3室2厅,电话预约,顶层/18层,板楼,125,科技园区,押1付3,简装,12000
翠屏北里西区,南北,整租,距离地铁果园437米,自供暖,https://bj.5i5j.com/zufang/41356769.html,2室1厅,随时看房,中楼层/7层,板楼,98,果园,押2付3,精装,5500
怡然世家,南北,整租,0,自供暖,https://bj.5i5j.com/zufang/41357380.html,3室1厅,电话预约,低楼层/28层,板楼,110,九棵树(家乐福),押2付3,中装,5200
滨河西里,南北,整租,距离地铁枣园681米,集中供暖,https://bj.5i5j.com/zufang/41360028.html,3室1厅,电话预约,低楼层/6层,板楼,100,枣园,押1付6,中装,5500
晟世嘉园,东,整租,0,自供暖,https://bj.5i5j.com/zufang/41360655.html,2室1厅,电话预约,低楼层/18层,板楼,85,果园,押2付3,中装,4000
冠城北园,西南,整租,距离地铁健德门465米,集中供暖,https://bj.5i5j.com/zufang/41220368.html,3室2厅,电话预约,高楼层/19层,塔楼,150,马甸,押1付6,精装,18500
小关北里,南,整租,距离地铁惠新西街南口487米,集中供暖,https://bj.5i5j.com/zufang/41222339.html,1室1厅,电话预约,底层/6层,板楼,64.6,惠新西街,押2付3,精装,5500
万年花城一期,南,整租,距离地铁首经贸601米,集中供暖,https://bj.5i5j.com/zufang/41225246.html,2室1厅,随时看房,中楼层/17层,板楼,94,玉泉营,押1付3,精装,7200
月河胡同,北,合租,距离地铁建国门339米,自供暖 集中供暖,https://bj.5i5j.com/zufang/41228531.html,3室1厅,随时看房,高楼层/6层,板楼,15,建国门外,押2付3,精装,3000
中海城香克林,东南西北,整租,距离地铁肖村566米,集中供暖,https://bj.5i5j.com/zufang/41230025.html,2室1厅,随时看房,顶层/12层,板楼,98,成寿寺,押2付3,中装,6000
芍药居甲2号院,南北,整租,距离地铁芍药居426米,集中供暖,https://bj.5i5j.com/zufang/41231978.html,1室1厅,电话预约,中楼层/6层,板楼,50,芍药居,押2付3,中装,5500
东大街西里,南北,整租,距离地铁七里庄496米,集中供暖,https://bj.5i5j.com/zufang/41237494.html,2室1厅,随时看房,高楼层/6层,板楼,60,七里庄,押1付3,中装,4800
悠胜美苑,南,整租,距离地铁永定门外645米,自供暖,https://bj.5i5j.com/zufang/41239568.html,2室1厅,电话预约,中楼层/10层,塔楼,120,永定门,押2付3,精装,10000
锦湖园公寓,南,整租,距离地铁呼家楼613米,集中供暖,https://bj.5i5j.com/zufang/41241102.html,2室1厅,随时看房,顶层/26层,塔楼,107,团结湖,押2付3,精装,12500
苏荷时代,南,整租,距离地铁果园225米,自供暖,https://bj.5i5j.com/zufang/41261929.html,2室1厅,随时看房,中楼层/11层,板楼,94.04,果园,押2付3,精装,5000
华业东方玫瑰C区,南北,电话预约,0,整租,https://bj.5i5j.com/zufang/41266350.html,2室1厅,临河里,底层/27层,塔楼,100,0,押2付3,精装,6500
华业东方玫瑰C区,南北,电话预约,0,整租,https://bj.5i5j.com/zufang/41266368.html,2室1厅,临河里,低楼层/27层,板楼,89,0,押2付3,中装,6500
马南里小区,南北,整租,距离地铁马泉营1395米,集中供暖,https://bj.5i5j.com/zufang/41269611.html,2室1厅,电话预约,顶层/6层,板楼,76,中央别墅区,押2付3,精装,5800
华芳园,南北,整租,距离地铁成寿寺445米,集中供暖,https://bj.5i5j.com/zufang/41272145.html,1室1厅,电话预约,高楼层/24层,板楼,64.93,成寿寺,押2付3,精装,5300
光辉里,西南,整租,距离地铁大望路122米,集中供暖,https://bj.5i5j.com/zufang/41272525.html,2室1厅,随时看房,中楼层/14层,板塔结合,67,CBD,押2付3,精装,7500
展春园小区,南,整租,距离地铁五道口679米,集中供暖,https://bj.5i5j.com/zufang/41273711.html,1室1厅,电话预约,顶层/6层,板楼,58,五道口,押2付3,中装,6000
珠江逸景家园,南,整租,0,自供暖,https://bj.5i5j.com/zufang/41274436.html,2室1厅,随时看房,中楼层/15层,板楼,93,马驹桥,押1付3,精装,4000
芍药居,南北,整租,距离地铁芍药居116米,集中供暖,https://bj.5i5j.com/zufang/41285515.html,2室1厅,随时看房,中楼层/14层,塔楼,100,芍药居,押1付3,精装,11000
农光南里,南,整租,距离地铁潘家园280米,集中供暖,https://bj.5i5j.com/zufang/41299105.html,2室1厅,电话预约,中楼层/17层,塔楼,74.4,劲松,押1付3,精装,6000
永安南里,南北,整租,距离地铁永安里625米,集中供暖,https://bj.5i5j.com/zufang/41307061.html,2室1厅,随时看房,中楼层/6层,板楼,70,建国门外,押2付3,精装,7500
金隅花石匠,南,整租,距离地铁土桥1052米,集中供暖,https://bj.5i5j.com/zufang/41312983.html,3室1厅,随时看房,低楼层/15层,板楼,95,临河里,押1付3,精装,6000
东北园,南,随时看房,0,整租,https://bj.5i5j.com/zufang/41313872.html,2室0厅,宣武门,底层/1层,其他,47.4,距离地铁和平门344米,押1付3,简装,6500
龙锦苑六区,南,整租,距离地铁平西府828米,自供暖,https://bj.5i5j.com/zufang/41329516.html,3室1厅,电话预约,低楼层/6层,塔楼,115,回龙观,押2付3,简装,7900
融科钧廷,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41330811.html,3室2厅,随时看房,中楼层/23层,板楼,140,马驹桥,押2付3,精装,6000
京贸中心,北,整租,距离地铁北运河西1106米,集中供暖,https://bj.5i5j.com/zufang/41334152.html,1室1厅,随时看房,低楼层/25层,塔楼,64,武夷花园,押2付3,简装,4000
农光东里,南北,整租,距离地铁劲松741米,集中供暖,https://bj.5i5j.com/zufang/41334995.html,2室1厅,随时看房,低楼层/6层,板楼,60,劲松,押1付3,精装,5500
东风北里,南北,整租,0,自供暖,https://bj.5i5j.com/zufang/41337610.html,2室1厅,随时看房,高楼层/6层,板楼,60,燕山,押2付3,精装,1600
奥林匹克花园一期,南北,整租,0,自供暖,https://bj.5i5j.com/zufang/41340563.html,3室2厅,随时看房,中楼层/4层,板楼,141,东坝,押2付3,精装,10000
珠江逸景家园,南,整租,0,自供暖,https://bj.5i5j.com/zufang/41348032.html,1室1厅,随时看房,中楼层/15层,板楼,56.16,马驹桥,押1付3,中装,3000
福海棠,南北,整租,距离地铁公益西桥1295米,集中供暖,https://bj.5i5j.com/zufang/41348452.html,3室2厅,随时看房,低楼层/8层,塔楼,130,马家堡,押2付3,豪装,10000
制呢厂宿舍,南,随时看房,0,整租,https://bj.5i5j.com/zufang/41348903.html,2室1厅,清河,底层/6层,板楼,50,0,押2付3,精装,4800
新明胡同,南北,整租,距离地铁积水潭1291米,集中供暖,https://bj.5i5j.com/zufang/41350192.html,2室1厅,随时看房,中楼层/6层,板楼,54,德胜门,押2付3,精装,8600
粮食仓库宿舍,南北,整租,距离地铁育新426米,集中供暖,https://bj.5i5j.com/zufang/41460476.html,2室1厅,随时看房,中楼层/6层,板楼,61,霍营,押1付3,精装,5600
城建琨廷南区,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/40748029.html,2室1厅,窦店,中楼层/17层,板楼,85.66,0,押1付3,精装,3000
新华街五里西区,南北,整租,距离地铁丰台南路698米,集中供暖,https://bj.5i5j.com/zufang/40976607.html,2室1厅,随时看房,中楼层/6层,板楼,65,看丹桥,押1付3,中装,5000
古城路,南北,整租,距离地铁古城420米,集中供暖,https://bj.5i5j.com/zufang/40980586.html,2室1厅,电话预约,顶层/6层,板楼,60,古城,押2付3,简装,4200
福星家园A区,东西,整租,距离地铁房山城关494米,自供暖,https://bj.5i5j.com/zufang/40990850.html,2室1厅,非工作日,中楼层/6层,板楼,80,房山城关,押1付3,中装,1800
白纸坊东街25号院,南北,整租,距离地铁陶然亭379米,集中供暖,https://bj.5i5j.com/zufang/40997995.html,2室1厅,电话预约,顶层/6层,板楼,98.91,牛街,押1付3,中装,9000
府东里社区,南北,电话预约,0,整租,https://bj.5i5j.com/zufang/41000650.html,2室1厅,房山城关,顶层/6层,板楼,85,距离地铁马各庄336米,押2付3,中装,2000
永安西里,南北,整租,距离地铁房山城关1437米,自供暖,https://bj.5i5j.com/zufang/41033622.html,2室1厅,电话预约,底层/5层,板楼,51,房山城关,押1付3,简装,1800
行宫园三里,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41071432.html,2室1厅,电话预约,中楼层/6层,板楼,72,良乡,押1付3,中装,2900
杨庄路22号院,南北,整租,距离地铁通州北苑696米,集中供暖,https://bj.5i5j.com/zufang/41106054.html,2室1厅,随时看房,中楼层/6层,板楼,87.47,通州北苑,押2付3,中装,5000
永安里中街,西,整租,距离地铁永安里463米,集中供暖,https://bj.5i5j.com/zufang/41126431.html,1室1厅,随时看房,低楼层/6层,板楼,40,建国门外,押2付3,精装,5500
安装宿舍,南北,整租,距离地铁海淀五路居264米,集中供暖,https://bj.5i5j.com/zufang/41139929.html,2室1厅,电话预约,低楼层/6层,板楼,60,定慧寺,押2付3,中装,5000
融科钧廷,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41169143.html,3室1厅,随时看房,低楼层/9层,板楼,100,马驹桥,押2付3,精装,4500
德胜置业,北,整租,距离地铁安德里北街1060米,自供暖,https://bj.5i5j.com/zufang/41177730.html,1室1厅,随时看房,中楼层/20层,板楼,100,德胜门,押2付3,精装,13000
科印小区,南北,电话预约,0,整租,https://bj.5i5j.com/zufang/41179688.html,2室1厅,通州北苑,中楼层/6层,板楼,60,距离地铁通州北苑456米,押2付3,中装,3500
世纪金色嘉园,西,整租,距离地铁北京南站744米,自供暖,https://bj.5i5j.com/zufang/41201525.html,1室1厅,随时看房,低楼层/28层,塔楼,30,北京南站,押1付3,精装,3800
东城区东直门外大街,南北,整租,距离地铁东直门85米,集中供暖,https://bj.5i5j.com/zufang/41423082.html,3室1厅,电话预约,顶层/6层,板楼,75,东直门,押2付3,精装,12800
永顺西里,南北,整租,距离地铁物资学院路1197米,集中供暖,https://bj.5i5j.com/zufang/41423253.html,2室1厅,随时看房,中楼层/4层,板楼,65,北关,押2付3,精装,3500
马南里小区,南北,整租,距离地铁马泉营1395米,集中供暖,https://bj.5i5j.com/zufang/41423487.html,2室1厅,随时看房,低楼层/6层,板楼,76,中央别墅区,押1付3,精装,5800
皂君庙甲16号院,东北,整租,距离地铁大钟寺928米,集中供暖,https://bj.5i5j.com/zufang/41423824.html,2室1厅,电话预约,高楼层/16层,塔楼,108,皂君庙,押1付3,精装,13500
海户西里32号院,南北,整租,距离地铁角门东705米,集中供暖,https://bj.5i5j.com/zufang/41423826.html,3室1厅,电话预约,底层/6层,板楼,90,洋桥,押1付3,中装,6500
青年路西里2号院二期,南,整租,距离地铁青年路1300米,集中供暖,https://bj.5i5j.com/zufang/41423909.html,2室1厅,随时看房,中楼层/31层,板楼,97,朝青,押1付3,精装,8000
新景家园东区,南,整租,距离地铁磁器口517米,自供暖,https://bj.5i5j.com/zufang/41423969.html,1室1厅,随时看房,中楼层/16层,板楼,60,崇文门,押2付3,中装,7000
东城区东直门外大街,西北,整租,距离地铁东直门85米,集中供暖,https://bj.5i5j.com/zufang/41424058.html,1室1厅,电话预约,中楼层/14层,塔楼,46.95,东直门,押1付3,精装,6600
唐家岭新城,南,随时看房,0,整租,https://bj.5i5j.com/zufang/41424357.html,1室1厅,海淀北部新区,高楼层/19层,板楼,50,0,押2付3,精装,4700
万寿园小区,南北,整租,距离地铁五棵松943米,集中供暖,https://bj.5i5j.com/zufang/41424424.html,2室1厅,随时看房,底层/20层,塔楼,120,万寿路,押2付3,精装,13000
冠城北园,南,整租,距离地铁健德门465米,集中供暖,https://bj.5i5j.com/zufang/41424549.html,3室2厅,电话预约,低楼层/17层,塔楼,159.42,马甸,押2付3,简装,16000
正阳小区,南,整租,距离地铁丰台东大街760米,集中供暖,https://bj.5i5j.com/zufang/41425292.html,1室1厅,电话预约,低楼层/19层,板楼,60,北大地,押2付3,中装,4500
北三里屯社区,南,整租,距离地铁农业展览馆731米,集中供暖,https://bj.5i5j.com/zufang/41425318.html,1室1厅,电话预约,中楼层/6层,板楼,40,三里屯,押1付3,精装,7000
永定路85号院,南北,电话预约,0,整租,https://bj.5i5j.com/zufang/41425320.html,2室1厅,五棵松,顶层/6层,板楼,60,距离地铁玉泉路718米,押2付3,精装,5500
西井二区,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41425556.html,2室1厅,随时看房,中楼层/5层,板楼,50,苹果园,押2付3,简装,4100
新里西斯莱公馆,南北,整租,距离地铁高米店南419米,自供暖,https://bj.5i5j.com/zufang/41425636.html,2室1厅,随时看房,底层/6层,板楼,130,黄村北,押2付3,精装,13000
蓝星花园,西,整租,距离地铁花梨坎607米,集中供暖,https://bj.5i5j.com/zufang/41418643.html,1室1厅,随时看房,高楼层/11层,板楼,36,后沙峪,押1付3,精装,3400
华荣公寓,西北,整租,距离地铁复兴门454米,集中供暖,https://bj.5i5j.com/zufang/41418786.html,1室1厅,随时看房,高楼层/10层,塔楼,131,金融街,押2付3,精装,23000
金夕园,西,整租,距离地铁火器营1074米,集中供暖,https://bj.5i5j.com/zufang/41418814.html,2室1厅,随时看房,低楼层/20层,塔楼,86,世纪城,押1付3,中装,9000
惠新里,东,整租,距离地铁惠新西街南口502米,集中供暖,https://bj.5i5j.com/zufang/41418998.html,2室1厅,随时看房,低楼层/12层,板塔结合,60,惠新西街,押1付3,精装,7000
铁二区,南,整租,距离地铁南礼士路610米,集中供暖,https://bj.5i5j.com/zufang/41419065.html,1室1厅,随时看房,顶层/6层,板楼,45,月坛,押2付3,精装,6500
甘露园南里二区,东北,整租,距离地铁四惠东716米,集中供暖,https://bj.5i5j.com/zufang/41419141.html,2室1厅,电话预约,高楼层/20层,塔楼,99.19,甘露园,押2付3,中装,7800
望陶园,西南,整租,距离地铁永定门外570米,集中供暖,https://bj.5i5j.com/zufang/41419691.html,3室1厅,电话预约,高楼层/18层,塔楼,100,永定门,押2付3,精装,8500
江山赋,东南,整租,距离地铁后沙峪993米,自供暖,https://bj.5i5j.com/zufang/41419801.html,2室1厅,随时看房,中楼层/10层,板楼,75.9,后沙峪,押2付3,简装,5500
中山大街,南北,整租,距离地铁通州北苑735米,集中供暖,https://bj.5i5j.com/zufang/41419950.html,2室1厅,随时看房,高楼层/6层,板楼,60,新华大街,押2付3,简装,4200
学院路37号院,南北,整租,距离地铁知春路434米,集中供暖,https://bj.5i5j.com/zufang/41420444.html,2室1厅,电话预约,高楼层/14层,塔楼,90,知春路,押2付3,精装,11500
西豪逸景,南,整租,距离地铁达官营608米,自供暖,https://bj.5i5j.com/zufang/41420449.html,2室1厅,电话预约,高楼层/28层,塔楼,72.16,广安门,押1付3,豪装,7000
中昊家园,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/41420456.html,3室2厅,田村,中楼层/8层,板楼,145,0,押1付3,精装,10500
新景家园东区,南北,整租,距离地铁磁器口517米,自供暖,https://bj.5i5j.com/zufang/41420631.html,2室1厅,电话预约,中楼层/12层,板楼,80,崇文门,押2付3,中装,10000
菜户营甲1号院,东,整租,0,集中供暖,https://bj.5i5j.com/zufang/41420667.html,3室2厅,电话预约,中楼层/25层,板楼,110,菜户营,押2付3,简装,8500
华清嘉园,东,整租,距离地铁五道口259米,自供暖,https://bj.5i5j.com/zufang/41420723.html,2室1厅,电话预约,中楼层/20层,塔楼,108,五道口,押2付3,精装,13800
天通苑北三区,南,整租,0,集中供暖,https://bj.5i5j.com/zufang/41421051.html,2室1厅,电话预约,高楼层/6层,板楼,100,天通苑,押1付3,中装,6000
双榆树西里,西北,整租,距离地铁人民大学327米,集中供暖,https://bj.5i5j.com/zufang/41413820.html,2室1厅,电话预约,低楼层/16层,塔楼,64.2,双榆树,押2付3,中装,8200
豪威家园,东北,整租,距离地铁和平西桥347米,集中供暖,https://bj.5i5j.com/zufang/41413996.html,2室2厅,电话预约,中楼层/16层,塔楼,122.93,和平里,押1付3,中装,13000
高丽园小区,南北,整租,距离地铁土桥1222米,自供暖,https://bj.5i5j.com/zufang/41414006.html,2室1厅,随时看房,低楼层/18层,板塔结合,80,临河里,押2付3,精装,4500
光熙门北里,南,整租,距离地铁光熙门417米,集中供暖,https://bj.5i5j.com/zufang/41414119.html,1室1厅,电话预约,中楼层/16层,板塔结合,50,西坝河,押1付3,中装,6000
北京上舍,北,整租,距离地铁广渠门内274米,集中供暖,https://bj.5i5j.com/zufang/41414372.html,1室1厅,随时看房,低楼层/15层,板楼,65,广渠门,押2付3,精装,7600
太月园,东南,整租,距离地铁知春路541米,集中供暖,https://bj.5i5j.com/zufang/41414493.html,3室2厅,电话预约,高楼层/18层,塔楼,204,知春路,押2付3,豪装,23000
群芳园小区,南北,整租,距离地铁临河里1364米,集中供暖,https://bj.5i5j.com/zufang/41414713.html,2室1厅,电话预约,顶层/6层,板楼,86,临河里,押2付3,中装,4000
海运仓南里,南北,整租,距离地铁东四十条383米,集中供暖,https://bj.5i5j.com/zufang/41414811.html,2室1厅,随时看房,中楼层/6层,板楼,78,东直门,押2付3,精装,9500
月坛西街西里,南北,整租,距离地铁阜成门1014米,集中供暖,https://bj.5i5j.com/zufang/41414966.html,3室1厅,随时看房,顶层/3层,板楼,65.8,月坛,押1付3,精装,11000
交林夹道,南北,整租,距离地铁柳芳450米,集中供暖,https://bj.5i5j.com/zufang/41414990.html,3室1厅,电话预约,中楼层/5层,板楼,60,和平里,押2付3,精装,9000
泽丰苑一期,南北,整租,距离地铁玉泉路1465米,集中供暖,https://bj.5i5j.com/zufang/41415001.html,4室2厅,随时看房,底层/6层,板楼,160,五棵松,押2付3,精装,15000
中海御鑫阁,东,整租,距离地铁郭公庄460米,集中供暖,https://bj.5i5j.com/zufang/41415491.html,1室0厅,电话预约,高楼层/25层,板楼,38,科技园区,押2付3,精装,4800
高楼金第,南,随时看房,0,整租,https://bj.5i5j.com/zufang/41415644.html,1室0厅,土桥,低楼层/19层,板塔结合,40,距离地铁土桥944米,押2付3,中装,3200
吉祥如意园,南北,整租,距离地铁通州北关893米,集中供暖,https://bj.5i5j.com/zufang/41415849.html,2室1厅,电话预约,中楼层/6层,板楼,70,新华大街,押1付3,中装,4500
绿波漫板,东,整租,距离地铁慈寿寺360米,自供暖,https://bj.5i5j.com/zufang/41415884.html,1室1厅,随时看房,中楼层/14层,板楼,49,四季青,押2付3,精装,6200
大兴福苑小区,南,整租,0,集中供暖,https://bj.5i5j.com/zufang/41416075.html,1室1厅,电话预约,中楼层/6层,板楼,53,大兴其它,押1付3,精装,3000
秋露园,南北,整租,距离地铁西北旺446米,自供暖,https://bj.5i5j.com/zufang/41409992.html,3室1厅,随时看房,底层/6层,板楼,100,马连洼,押2付3,豪装,9500
通景园,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/41410005.html,3室1厅,九棵树(家乐福),低楼层/27层,塔楼,137,0,押2付3,精装,6500
京铁家园,东,整租,距离地铁五棵松1462米,集中供暖,https://bj.5i5j.com/zufang/41410091.html,2室1厅,电话预约,中楼层/22层,塔楼,86,六里桥,押1付3,精装,6200
慧忠北里第二社区,南,整租,距离地铁安立路568米,集中供暖,https://bj.5i5j.com/zufang/41410225.html,1室1厅,随时看房,中楼层/16层,板楼,60,亚运村,押1付3,精装,6000
恩济里,南,整租,距离地铁慈寿寺655米,集中供暖,https://bj.5i5j.com/zufang/41410412.html,2室1厅,随时看房,中楼层/6层,板楼,60,定慧寺,押2付3,中装,6600
定慧寺西里,南,整租,距离地铁海淀五路居1178米,集中供暖,https://bj.5i5j.com/zufang/41410479.html,1室1厅,随时看房,底层/6层,塔楼,45,定慧寺,押2付3,精装,4900
彩虹新城,南北,整租,距离地铁枣园576米,集中供暖,https://bj.5i5j.com/zufang/41410533.html,1室1厅,随时看房,顶层/18层,板楼,61,枣园,押1付3,中装,4200
黄村西里,南北,整租,距离地铁黄村西大街501米,集中供暖,https://bj.5i5j.com/zufang/41410593.html,2室1厅,电话预约,低楼层/5层,板楼,50,黄村中,押2付3,简装,3500
安慧里四区,西南,整租,距离地铁惠新西街北口414米,集中供暖,https://bj.5i5j.com/zufang/41410665.html,2室1厅,电话预约,高楼层/20层,塔楼,70,亚运村,押2付3,中装,7800
东四块玉北街,南,整租,距离地铁天坛东门260米,集中供暖,https://bj.5i5j.com/zufang/41410771.html,1室1厅,电话预约,中楼层/6层,板楼,50,左安门,押2付3,精装,6000
柏林寺,南北,整租,距离地铁雍和宫436米,自供暖 集中供暖,https://bj.5i5j.com/zufang/41410829.html,2室1厅,电话预约,高楼层/7层,板楼,60,东直门,押2付3,精装,7200
青年路西里3号院四期,南,整租,距离地铁青年路1194米,集中供暖,https://bj.5i5j.com/zufang/41410968.html,1室0厅,电话预约,低楼层/31层,板楼,47,朝青,押2付3,精装,5600
新华联家园北区,南北,整租,距离地铁果园521米,集中供暖,https://bj.5i5j.com/zufang/41411076.html,2室1厅,电话预约,中楼层/9层,板楼,107.7,果园,押2付3,精装,6000
国家气象局,南,整租,距离地铁国家图书馆449米,集中供暖,https://bj.5i5j.com/zufang/41411291.html,2室1厅,随时看房,高楼层/12层,板楼,60,白石桥,押2付3,中装,9300
惠新东街,南北,整租,距离地铁惠新西街南口715米,集中供暖,https://bj.5i5j.com/zufang/41411604.html,2室1厅,随时看房,低楼层/7层,板楼,63,芍药居,押2付3,精装,6800
金隅山墅,南北,整租,0,自供暖,https://bj.5i5j.com/zufang/41411721.html,4室2厅,随时看房,中楼层/6层,板楼,204,玉泉路,押1付3,精装,23000
融科香雪兰溪,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41404443.html,3室1厅,随时看房,中楼层/20层,板楼,89,马驹桥,押2付3,精装,5500
中建国际港,南北,整租,距离地铁枣园198米,集中供暖,https://bj.5i5j.com/zufang/41404590.html,4室2厅,电话预约,高楼层/34层,板楼,153,枣园,押2付3,精装,8500
展览馆路12号,南,随时看房,0,整租,https://bj.5i5j.com/zufang/41405163.html,2室1厅,交通大学,中楼层/9层,板楼,70.1,0,押1付3,中装,9300
龙泽苑西区,南北,整租,距离地铁龙泽271米,集中供暖,https://bj.5i5j.com/zufang/41405297.html,2室1厅,电话预约,中楼层/6层,板楼,90,龙泽,押2付3,精装,6500
大红门锦苑小区,南北,整租,0,自供暖,https://bj.5i5j.com/zufang/41405523.html,2室2厅,电话预约,中楼层/18层,板楼,110,大红门,押1付3,豪装,5500
幸福东区,南北,整租,距离地铁顺义377米,集中供暖,https://bj.5i5j.com/zufang/41405899.html,2室1厅,随时看房,低楼层/6层,板楼,70,顺义城,押1付3,精装,3500
通大家园,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/41406166.html,3室2厅,九棵树(家乐福),低楼层/25层,塔楼,125,0,押2付3,精装,6500
南店新村,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/41406168.html,2室1厅,西三旗,中楼层/6层,板楼,80,距离地铁回龙观722米,押2付3,中装,6500
西直门外南路1号,南北,整租,距离地铁动物园218米,集中供暖,https://bj.5i5j.com/zufang/41406423.html,3室1厅,电话预约,低楼层/18层,塔楼,97.5,西直门,押1付3,简装,9500
义和庄北里,南北,电话预约,0,整租,https://bj.5i5j.com/zufang/41406782.html,3室1厅,黄村火车站,底层/6层,板楼,89,距离地铁黄村火车站674米,押2付3,精装,3800
天裕昕园,南北,整租,0,自供暖,https://bj.5i5j.com/zufang/41406875.html,2室1厅,随时看房,中楼层/15层,塔楼,81,中央别墅区,押2付3,精装,4300
幸福东区,南北,整租,距离地铁顺义377米,集中供暖,https://bj.5i5j.com/zufang/41407055.html,2室1厅,随时看房,中楼层/6层,板楼,64,顺义城,押2付3,中装,3500
幸福二村,南,整租,距离地铁东直门1034米,集中供暖,https://bj.5i5j.com/zufang/41407545.html,1室1厅,电话预约,中楼层/5层,板楼,45,工体,押1付3,中装,6500
后现代城,南,整租,距离地铁大郊亭674米,集中供暖,https://bj.5i5j.com/zufang/41407680.html,1室1厅,电话预约,底层/11层,塔楼,78,大望路,押2付3,精装,14000
清城北区,北,整租,距离地铁清源路563米,集中供暖,https://bj.5i5j.com/zufang/41408143.html,2室1厅,电话预约,低楼层/22层,板楼,105,黄村中,押2付3,精装,7000
通景园,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/41408298.html,2室1厅,九棵树(家乐福),中楼层/27层,板楼,89,0,押2付3,精装,4800
润千秋,南北,整租,距离地铁马连洼281米,集中供暖,https://bj.5i5j.com/zufang/41398648.html,3室1厅,电话预约,中楼层/6层,板楼,100,西北旺,押1付3,精装,10500
望京西园三区,南北,整租,距离地铁望京521米,自供暖,https://bj.5i5j.com/zufang/41398817.html,3室2厅,电话预约,顶层/22层,塔楼,154,望京,押1付3,精装,17000
远洋一方溪语苑,南北,整租,距离地铁管庄1118米,自供暖,https://bj.5i5j.com/zufang/41398919.html,3室1厅,电话预约,低楼层/6层,板楼,143,双桥,押1付3,精装,11000
